name,category,Protein,Carbohydrates,Sugar,Fat,Sodium,nutrient_grade,allergen,nutrient_score,grade
Snickers Almond,chocolates,6.6,60.0,54.0,9.3,0.223,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans",,
Low fat chocolate - L-men - 200 ml,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
veeba - 380g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Creamy Dark Chocolate Peanut Butter - Muscle Blaze - 750g,chocolates,30.0,21.85,18.32,12.76,0.164,Nutri-Score E,"Allergens: Milk, Peanuts",,
Dairy Milk Silky Bubbly BubbleGum - Cadbury - 120g,chocolates,6.5,58.9,58.3,0.1,0.335,Nutri-Score E,Allergens: Milk,,
Thick Shake Chocolate Flavour - Godrej Jersey - 180 ml,chocolates,3.2,17.3,12.0,0.05,0.11,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk,49.0,C
Cadbury Choco Creme Oreo - 300 g,chocolates,5.5,70.3,37.8,0.2,1.265,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten,57.0,C
Chocobakes Choc layered Cakes - Cadbury - 21 g,chocolates,3.9,63.7,41.1,0.1,0.56,Average impact of products of the same category: C (Score: 47/100),"Allergens: Gluten, Milk",47.0,C
HERSHEY'S EXOTIC DARK - 100g,chocolates,1.74,80.5,64.6,0.05,0.061,Nutri-Score E,Allergens: Milk,,
Milano - parle - 1,chocolates,3.2,67.0,31.5,0.0,0.48,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
Dark fantasy chocolate shake - Sunfeast - 180ml,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Fuse - Cadbury - 45g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Milk, Peanuts",,
B-Protin Chocolate Flavour - British Biologicals - 200g,chocolates,40.0,52.0,0.0,0.0,0.875,Ultra-processed foods,"Allergens: Milk, Soybeans",,
Chocolate Crackle Ice cream - Amul - 540gm,chocolates,4.8,27.0,24.4,8.3,0.0,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts",87.0,A
Dairy milk - Cadbury - 55g,chocolates,7.8,60.4,57.0,0.1,0.322,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Nuts",39.0,D
Hazelnut Chocolate - Amul - 150g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
Horlicks Protein Plus Chocolate Flavour - Horlicks Unilever - 200g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
silk oreo - cadbury - 130g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
Ensure Chocolate Flavour - Abbott - 1kg,chocolates,15.1,62.38,35.0,0.2,0.785,Nutri-Score E,"Allergens: Milk, Soybeans",,
coca powder - Fruitoman's - 50 g,chocolates,21.93,54.86,1.16,7.14,0.066,Green-Score,"Allergens: Milk, Soybeans",,
Bourbon - Britannia - 120g,chocolates,2.7,72.0,37.5,0.0,0.0,Green-Score C,Allergens: Milk,,
Choco Fills - Dark Fantasy,chocolates,5.3,64.3,31.7,0.1,0.416,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
Soklet - Regal foods and Beverages - 50gm,chocolates,25.5,52.0,0.0,5.75,0.0,Processed foods,Allergens: Milk,,
Nutties - Cadbury - 30g,chocolates,5.1,67.2,61.7,12.9,0.278,Average impact of products of the same category: D (Score: 42/100),"Allergens: Milk, Nuts, Sulphur dioxide and sulphites",42.0,D
classic chocolate - nestle - 1 18g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Sulphur dioxide and sulphites",,
Hot Chocolate - Cadbury - 200g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Sulphur dioxide and sulphites,,
Dark Chocolate Cookies - The Baker's Dozen - 25g,chocolates,7.0,66.0,20.0,5.0,0.225,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
7622202203381,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
8901512932402,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Chocolate Oat Drink - Oatey - 200ml,chocolates,1.0,8.6,9.8,0.7,0.112,Average impact of products of the same category: B (Score: 72/100),"Allergens: Gluten, Milk",72.0,B
Milk Shake Double Chocolate - Amul - 200ml,chocolates,3.1,15.2,10.8,0.0,0.092,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk,49.0,C
8901262071246,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
6271028061340,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
fuse - cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Choco Crème Flavoured Oreo 288.75g - Cadbury,chocolates,5.3,71.4,38.0,0.1,1.05,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
PediaSure 7+ Chocolate Flavour - 200 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Dark 70% - Mondelez - 80 g,chocolates,7.5,39.0,24.4,31.0,0.035,Average impact of products of the same category: D (Score: 35/100),Allergens: Milk,35.0,D
Bournvita - cadbury - 25g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",49.0,C
Cookie man hand pund chocolate cookies - 100g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",67.0,B
Oreo - Cadbury - 43.75 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",52.0,C
Cadbury Crackle - Hindustan Unilever limited - 420g,chocolates,3.83,32.0,27.7,7.5,0.152,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts, Soybeans",87.0,A
Alpino Super Oats Chocolate,chocolates,22.0,52.2,6.0,2.8,0.026,Nutri-Score A,"Allergens: Nuts, Peanuts",,
0796554039794,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Nuts, Peanuts",,
Handmade Chocolate Orange Honeycomb - Aldi - 250g,chocolates,2.6,81.0,64.0,7.3,0.53,Nutri-Score E,"Allergens: Milk, Soybeans",,
5star - Cadbury - 1 and 20g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Nutella - Ferrero - 180g,chocolates,6.3,57.5,56.3,10.6,0.105,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans",,
Cadbury bournville premium chocolate - 31 g,chocolates,5.5,55.1,45.1,23.4,0.0,Ultra-processed foods,Allergens: Milk,,
Complain royale chocolate Delight 1kg,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Biozyme Whey Protein - Ice-cream Chocolate - MuscleBlaze,chocolates,76.0,7.5,0.0,0.21,0.0,Not available,Allergens: Milk,,
Horlicks Chocolate Delight flavour 200g pet - 3,chocolates,10.0,78.0,14.0,2.0,0.0,Not available,Allergens: Milk,,
Coco cream chocolate spread - ulker - 40g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Nuts,,
double chocolate cornetto - Kwality Walls - 61g,chocolates,2.2,19.6,15.6,6.4,212.5,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans",,
dairy milk silk - Cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans",,
Belgian Chocolate Milkshake - Cavin's - 170ml,chocolates,5.8,27.0,25.1,0.1,0.402,Nutri-Score E,Allergens: Milk,,
Muffills Choco Vanilla Flavoured - Britannia,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 47/100),Allergens: Milk,47.0,C
Sandwich Chocolate and Vanilla - Kwality Wall's - 57 g,chocolates,5.44,48.1,24.0,0.018,0.241,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Soybeans",87.0,A
Cadbury Hot Chocolate - Mondelez International - 200g,chocolates,6.7,85.3,69.9,2.0,0.018,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans",,
Dark Compound - Morde,chocolates,3.45,58.0,50.0,34.0,0.0,Ultra-processed foods,Allergens: Soybeans,,
Cricket Edition Oreo Original - Cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Chocolate Cookies - Amul - 50g,chocolates,5.4,59.3,29.1,0.9,0.625,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
Feast - Kwality Wall's,chocolates,3.87,38.7,34.5,18.9,0.149,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk",87.0,A
Snickers Miniatures -  - 132g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Keto Dark Chocolate - Lo! - 40 g,chocolates,5.0,14.0,1.0,32.0,0.02,Nutri-Score D,Allergens: Soybeans,,
Perk - Cadbury - 14.3 g,chocolates,3.6,67.6,45.9,0.2,0.234,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk",78.0,A
"Chokissimo Choco Brownie - Cornetto - 72 g, 110 ml",chocolates,4.44,43.5,28.8,0.111,0.153,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans",87.0,A
Bavarian Chocolate Mega Saver Pack - Baskin Robbins - 700 ml,chocolates,4.8,29.4,15.6,0.0,0.127,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans",87.0,A
4901219117120,chocolates,5.8,73.6,32.0,9.8,0.142,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans",57.0,C
GoodDay Choco Chip - Britannia - 100 g,chocolates,5.0,71.0,30.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten,57.0,C
Extra Chil Chocolate Brownime - NOTO,chocolates,3.5,13.9,0.0,0.0,0.048,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten,87.0,A
Milk chocolate - Godiva - 90 g /3.2 OZ,chocolates,8.4,55.1,54.7,19.9,0.23,Average impact of products of the same category: D (Score: 39/100),Allergens: Gluten,39.0,D
Kitkat Butterscotch Flavour - nestle - 27.5g,chocolates,7.2,46.2,35.6,25.5,0.116,Average impact of products of the same category: C (Score: 53/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans",53.0,C
Sofit Soya Drink Chocolate - 200 ml,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 89/100),"Allergens: Milk, Nuts",89.0,A
Wafer Chocolate - BISK FARM,chocolates,7.63,60.73,32.53,18.65,0.0,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk",78.0,A
horlicks - gsk - 1kg,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Cricket Edition Oreo Original - Cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Rage Coffee Dark Chocolate,chocolates,16.0,72.0,0.0,2.0,0.0,Nutri-Score not-applicable,"Allergens: Gluten, Milk",,
Ensure Diabetes Care Chocolate flavour - 400 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Whey Protein Chocolate Flavour - Apollo Life,chocolates,78.94,5.57,0.0,0.0,0.29,Nutri-Score A,Allergens: Milk,,
Pure Isolate Chocolate Frosting - GNC AMP,chocolates,83.33,3.33,0.0,0.0,0.333,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans",,
Dark fantasy chocolate shake - Sunfeast - 180ml,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Gluten,,
3948262153300,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 49/100),Allergens: Gluten,49.0,C
"Amul Fruit 'N"" Nut",chocolates,0.0,0.0,0.0,0.0,0.0,Nutri-Score D,Allergens: Nuts,,
Sofit Soya Drink Chocolate - 200 ml,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 89/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans",89.0,A
horlicks - gsk - 1kg,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans",,
Bounce Choco Twist - Sunfeast - 82 g,chocolates,6.8,74.3,36.9,0.1,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts",57.0,C
Caramel Chocolate Gold Ice Cream Bucket - Amul,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Nuts",,
"Strawberry, Chocolate, Jaggery - again - 180 ml",chocolates,3.0,12.0,11.0,0.1,0.0,Nutri-Score C,Allergens: Milk,,
0796554039794,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Dairy milk milk chocolate - Mondelez,chocolates,8.1,60.4,57.3,17.5,0.156,Nutri-Score E,Allergens: Milk,,
Complan royale chocolate flavour - 500,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Milk,,
Kitkat - Nestle - 28.3g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Silk chocolate - Cadbury,chocolates,7.6,58.5,55.3,0.1,0.0,Not available,Allergens: Milk,,
Smoodh Chocolate - Parlē Agro - 150 ml,chocolates,2.2,14.7,13.9,0.05,0.17,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Millet",49.0,C
Galaxy Fusions Dark Chocolate,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Millet",,
Protinex Chocolate Flavour - Nutrica - 250 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Millet",,
kaju katli cheese cake - DIRCH THE GUILT - 60g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 40/100),"Allergens: Gluten, Milk, Millet",40.0,D
chocolate - only,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Millet",,
8901512932402,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Millet",,
Chocolate Cream Wafers - Manna - 75g,chocolates,5.56,72.2,27.8,16.7,0.236,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk",52.0,C
dark chocolate peanut butter - the whole truth - 325g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 55/100),"Allergens: Gluten, Milk",55.0,C
Dr. Vaidyas - Dr. Vaidyas Plant Protein Chocolate,chocolates,71.771,13.286,0.543,1.343,0.0,Not available,"Allergens: Gluten, Milk",,
Creamy Water Biscuits - Pickwick - 75g,chocolates,5.24,71.93,37.18,0.1,0.0,Average impact of products of the same category: B (Score: 69/100),Allergens: Gluten,69.0,B
Silk Oreo Red Velvet - Cadbury - 130 g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans",,
7622202203381,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans",57.0,C
Amul Belgian chocolate - 125g,chocolates,8.7,51.2,0.0,21.0,0.388,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans",,
Protichem (CHOCOLATE),chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans",,
8901262071611,chocolates,12.6,41.4,30.9,11.2,0.0,Unprocessed or minimally processed foods,Allergens: Nuts,,
Dairy Milk Silk Hazelnut - Cadbury - 58g,chocolates,8.7,51.4,38.1,19.2,0.104,Nutri-Score E,"Allergens: Milk, Nuts",,
PediaSure 7+ Chocolate Flavour - 200 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
Twix - Mars - 20g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 52/100),"Allergens: Milk, Nuts",52.0,C
Horlicks Chocolate - 1kg,chocolates,7.0,81.0,35.0,1.4,0.875,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans",,
hoppits - scmitten - 40g,chocolates,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,"Allergens: Milk, Soybeans",,
Aavin Chocolate Health Drink - 200ml,chocolates,0.0,7.15,5.0,0.75,0.0,Average impact of products of the same category: C (Score: 49/100),"Allergens: Milk, Nuts",49.0,C
Sobisco Desire Chocolate Cake Filled with Chocolate Cream - 18g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Eggs, Gluten, Milk",,
Millet Muesli Chocolate & Cranberry - Tata Soulfull - 500 g,chocolates,0.0,69.0,5.7,0.0,0.02,Ultra-processed foods,Allergens: Nuts,,
Horlicks Protein+ Chocolate - 200g,chocolates,34.0,54.0,22.0,2.0,0.0,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans",,
Nutella Ferrero - 290 g,chocolates,6.3,57.5,56.3,0.1,0.0,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans",51.0,C
Kesar Pista - Snickers - 42 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Advance MFF WHEY PROTEIN (chocolate Fudge) - MyFitFuel - 500 g,chocolates,24.8,4.6,0.0,0.2,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Happy Happy Choco-Chip Cookies - Parle - 400 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Milk, Nuts, Soybeans",67.0,B
Magnum Almond - Kwality Wall's - 62 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts, Soybeans",87.0,A
Horlicks chocolate Delight flavour 750g pp - 5,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Dairy Milk Silk Oreo - Cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
fabelle dark chocolate -,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Milk, Nuts, Soybeans",,
Complain royale chocolate Flv 200g cbd,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Complan Rich Chocolate flavor - 75g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
"High Calorie Gainer, Chocolate Flavour - Muscleblaze",chocolates,16.1,75.0,0.0,1.5,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Chocolate cake premix - Weikfield - 150g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Hershey milk chocolate bars king-size 2.6Oz Bar 18 boxes of 12 bars,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
Healthkart Nouriza Dark chocolate peanut butter - 1kg,chocolates,26.66,31.34,17.4,13.24,0.0,Average impact of products of the same category: C (Score: 55/100),"Allergens: Milk, Nuts, Soybeans",55.0,C
Galaxy  MILK CHOCOLATE -  - 52g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts, Soybeans",,
MYFITNESS Peanut Butter - Chocolate,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 55/100),"Allergens: Gluten, Milk, Peanuts",55.0,C
Dark Chocolate Peanut Butter - Yogabar - 1 kg,chocolates,25.9,20.0,8.75,13.1,0.013,Nutri-Score C,"Allergens: Gluten, Milk, Peanuts",,
Women's plus chocolate - 400g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Peanuts",,
Hide&Seek Black Bourbon - Parle - 300 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Peanuts",57.0,C
The Whole Truth 55% Dark Chocolate - 80 g,chocolates,7.1,53.7,0.0,24.1,0.024,Processed foods,"Allergens: Gluten, Milk, Peanuts",,
VIP - Chocolate - 25g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Peanuts",,
Venezuela Ebony Twist - Amul - 125 g,chocolates,72.0,55.9,43.0,0.0,0.0,Average impact of products of the same category: D (Score: 35/100),"Allergens: Gluten, Milk, Peanuts",35.0,D
Almonds covered with milk chocolate - SAPPHIRE - 350 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Peanuts",,
The Whole Truth Almond Raisin Dark Chocolate,chocolates,7.9,52.0,0.0,20.8,0.024,Processed foods,Allergens: Nuts,,
Biozyne Whey PR - Molten Chocolate Cake - MUSCLEBLAZE,chocolates,66.7,19.1,0.0,0.009,1.41,Not available,Allergens: Nuts,,
Protinex Chocolate Flavour - 750g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Nandini chocolate Milk shake - 3,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
WeiKFiELD Freeze ICE Chocolate Flavour - 100g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
CrèmeCups - Lávian Exotique,chocolates,4.07,63.91,24.63,0.1,0.347,Nutri-Score E,Allergens: Nuts,,
Pancake Mix Chocolate Flavour - Pillsbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Dark Chocolate Wafflings - Waffle lov,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Tricone Dark Chocolate - Amul,chocolates,3.17,21.1,12.0,0.0,0.067,Not available,Allergens: Nuts,,
