name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
7622202047886,chocolates,,,Not available,,,,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk"
Britannia Fudge It - Chocolate Brownie - 120 g,chocolates,5 g,58.5 g,40.8 g,13 g,-,0.435 g,Nutri-Score E,"Allergens: Gluten, Milk"
Junior Horlicks Chocolate flavour,chocolates,12 g,74 g,10 g,3.2 g,-,1 g,Nutri-Score E,"Allergens: Gluten, Milk"
7 Grain Breakfast Cookie Choco Almond - Max Protein - 60 g,chocolates,20 g,36.8 g,0 g,0 g,13.3 g,0.733 g,Nutri-Score C,"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals"
Milky bar - Nestlé - 42 g,chocolates,11.1 g,51.6 g,39.9 g,0.05 g,1 g,0.388 g,Green-Score D,"Allergens: Milk, Sesame seeds, Soybeans"
Nextar Soft Brownies - Nabati - 36 g,chocolates,5 g,68 g,25 g,9 g,0 g,0.605 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans"
Endura Mass Chocolate Flavour,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Soybeans"
Hide & Seek Black Bourbon - Parle - 100 g,chocolates,5.2 g,75.7 g,42.6 g,0 g,?,0.432 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans"
Chocos Fills - kellogg's - 250 g,chocolates,7 g,72 g,30.5 g,4.8 g,5 g,0.75 g,Average impact of products of the same category: C (Score: 46/100),"Allergens: Gluten, Milk, Soybeans"
Snickers Almond,chocolates,6.6 g,60 g,54 g,9.3 g,0 g,0.223 g,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans"
Low fat chocolate - L-men - 200 ml,chocolates,,,Not available,,,,Not available,"Allergens: Milk, Nuts, Soybeans"
veeba - 380g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Nuts, Soybeans"
Creamy Dark Chocolate Peanut Butter - Muscle Blaze - 750g,chocolates,30 g,21.85 g,18.32 g,12.76 g,3.02 g,0.164 g,Nutri-Score E,"Allergens: Milk, Peanuts"
Dairy Milk Silky Bubbly BubbleGum - Cadbury - 120g,chocolates,6.5 g,58.9 g,58.3 g,0.1 g,?,0.335 g,Nutri-Score E,Allergens: Milk
Thick Shake Chocolate Flavour - Godrej Jersey - 180 ml,chocolates,3.2 g,17.3 g,12 g,0.05 g,?,0.11 g,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk
Cadbury Choco Creme Oreo - 300 g,chocolates,5.5 g,70.3 g,37.8 g,0.2 g,?,1.265 g,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Chocobakes Choc layered Cakes - Cadbury - 21 g,chocolates,3.9 g,63.7 g,41.1 g,0.1 g,?,0.56 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Gluten, Milk"
HERSHEY'S EXOTIC DARK - 100g,chocolates,1.74 g,80.5 g,64.6 g,0.05 g,?,0.061 g,Nutri-Score E,Allergens: Milk
Milano - parle - 1,chocolates,3.2 g,67 g,31.5 g,0 g,?,0.48 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Dark fantasy chocolate shake - Sunfeast - 180ml,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
Fuse - Cadbury - 45g,chocolates,?,?,Not available,?,?,?,Ultra-processed foods,"Allergens: Milk, Peanuts"
B-Protin Chocolate Flavour - British Biologicals - 200g,chocolates,40 g,52 g,Not available,0 g,3 g,0.875 g,Ultra-processed foods,"Allergens: Milk, Soybeans"
Chocolate Crackle Ice cream - Amul - 540gm,chocolates,4.8 g,27 g,24.4 g,8.3 g,?,?,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts"
Dairy milk - Cadbury - 55g,chocolates,7.8 g,60.4 g,57 g,0.1 g,0 g,0.322 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Nuts"
Hazelnut Chocolate - Amul - 150g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Nuts"
Horlicks Protein Plus Chocolate Flavour - Horlicks Unilever - 200g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Nuts"
silk oreo - cadbury - 130g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Nuts"
Ensure Chocolate Flavour - Abbott - 1kg,chocolates,15.1 g,62.38 g,35 g,0.2 g,?,0.785 g,Nutri-Score E,"Allergens: Milk, Soybeans"
coca powder - Fruitoman's - 50 g,chocolates,21.93 g,54.86 g,1.16 g,7.14 g,25.85 g,0.066 g,Green-Score,"Allergens: Milk, Soybeans"
Bourbon - Britannia - 120g,chocolates,2.7 g,72 g,37.5 g,0 g,?,0 g,Green-Score C,Allergens: Milk
Choco Fills - Dark Fantasy,chocolates,5.3 g,64.3 g,31.7 g,0.1 g,?,0.416 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Soklet - Regal foods and Beverages - 50gm,chocolates,25.5 g,52 g,0 g,5.75 g,?,?,Processed foods,Allergens: Milk
Nutties - Cadbury - 30g,chocolates,5.1 g,67.2 g,61.7 g,12.9 g,1.2 g,0.278 g,Average impact of products of the same category: D (Score: 42/100),"Allergens: Milk, Nuts, Sulphur dioxide and sulphites"
classic chocolate - nestle - 1 18g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Nuts, Sulphur dioxide and sulphites"
Hot Chocolate - Cadbury - 200g,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Sulphur dioxide and sulphites
Hot Chocolate - Cadbury - 200g,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Sulphur dioxide and sulphites
Dark Chocolate Cookies - The Baker's Dozen - 25g,chocolates,7 g,66 g,20 g,5 g,4 g,0.225 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
7622202203381,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
8901512932402,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
Chocolate Oat Drink - Oatey - 200ml,chocolates,1 g,8.6 g,9.8 g,0.7 g,1.5 g,0.112 g,Average impact of products of the same category: B (Score: 72/100),"Allergens: Gluten, Milk"
Milk Shake Double Chocolate - Amul - 200ml,chocolates,3.1 g,15.2 g,10.8 g,0 g,?,0.092 g,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk
8901262071246,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
6271028061340,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
fuse - cadbury,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
Choco Crème Flavoured Oreo 288.75g - Cadbury,chocolates,5.3 g,71.4 g,38 g,0.1 g,?,1.05 g,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk
PediaSure 7+ Chocolate Flavour - 200 g,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
Dark 70% - Mondelez - 80 g,chocolates,7.5 g,39 g,24.4 g,31 g,?,0.035 g,Average impact of products of the same category: D (Score: 35/100),Allergens: Milk
Bournvita - cadbury - 25g,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Cookie man hand pund chocolate cookies - 100g,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Oreo - Cadbury - 43.75 g,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Cadbury Crackle - Hindustan Unilever limited - 420g,chocolates,3.83 g,32 g,27.7 g,7.5 g,1 g,0.152 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts, Soybeans"
Alpino Super Oats Chocolate,chocolates,22 g,52.2 g,6 g,2.8 g,11.3 g,0.026 g,Nutri-Score A,"Allergens: Nuts, Peanuts"
0796554039794,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Nuts, Peanuts"
Handmade Chocolate Orange Honeycomb - Aldi - 250g,chocolates,2.6 g,81 g,64 g,7.3 g,0.7 g,0.53 g,Nutri-Score E,"Allergens: Milk, Soybeans"
5star - Cadbury - 1 and 20g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans"
Nutella - Ferrero - 180g,chocolates,6.3 g,57.5 g,56.3 g,10.6 g,3 g,0.105 g,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans"
Cadbury bournville premium chocolate - 31 g,chocolates,5.5 g,55.1 g,45.1 g,23.4 g,?,?,Ultra-processed foods,Allergens: Milk
Complain royale chocolate Delight 1kg,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
Biozyme Whey Protein - Ice-cream Chocolate - MuscleBlaze,chocolates,76 g,7.5 g,0 g,0.21 g,?,?,Not available,Allergens: Milk
Horlicks Chocolate Delight flavour 200g pet - 3,chocolates,10 g,78 g,14 g,2 g,?,?,Not available,Allergens: Milk
Coco cream chocolate spread - ulker - 40g,chocolates,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Nuts
double chocolate cornetto - Kwality Walls - 61g,chocolates,2.2 g,19.6 g,15.6 g,6.4 g,1.5 g,212.5 g,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans"
dairy milk silk - Cadbury,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk, Soybeans"
Belgian Chocolate Milkshake - Cavin's - 170ml,chocolates,5.8 g,27 g,25.1 g,0.1 g,?,0.402 g,Nutri-Score E,Allergens: Milk
Muffills Choco Vanilla Flavoured - Britannia,chocolates,,,Not available,,,,Average impact of products of the same category: C (Score: 47/100),Allergens: Milk
Sandwich Chocolate and Vanilla - Kwality Wall's - 57 g,chocolates,5.44 g,48.1 g,24 g,0.018 g,0.877 g,0.241 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Soybeans"
Cadbury Hot Chocolate - Mondelez International - 200g,chocolates,6.7 g,85.3 g,69.9 g,2 g,?,0.018 g,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans"
Dark Compound - Morde,chocolates,3.45 g,58 g,50 g,34 g,?,?,Ultra-processed foods,Allergens: Soybeans
Cricket Edition Oreo Original - Cadbury,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Soybeans
Chocolate Cookies - Amul - 50g,chocolates,5.4 g,59.3 g,29.1 g,0.9 g,?,0.625 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Feast - Kwality Wall's,chocolates,3.87 g,38.7 g,34.5 g,18.9 g,1.45 g,0.149 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk"
Snickers Miniatures -  - 132g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
Keto Dark Chocolate - Lo! - 40 g,chocolates,5 g,14 g,1 g,32 g,7 g,0.02 g,Nutri-Score D,Allergens: Soybeans
Perk - Cadbury - 14.3 g,chocolates,3.6 g,67.6 g,45.9 g,0.2 g,1.8 g,0.234 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk"
"Chokissimo Choco Brownie - Cornetto - 72 g, 110 ml",chocolates,4.44 g,43.5 g,28.8 g,0.111 g,1.39 g,0.153 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Bavarian Chocolate Mega Saver Pack - Baskin Robbins - 700 ml,chocolates,4.8 g,29.4 g,15.6 g,0 g,?,0.127 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
4901219117120,chocolates,5.8 g,73.6 g,32 g,9.8 g,?,0.142 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
GoodDay Choco Chip - Britannia - 100 g,chocolates,5 g,71 g,30 g,0 g,?,?,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Extra Chil Chocolate Brownime - NOTO,chocolates,3.5 g,13.9 g,0 g,0 g,2.5 g,0.048 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Milk chocolate - Godiva - 90 g /3.2 OZ,chocolates,8.4 g,55.1 g,54.7 g,19.9 g,?,0.23 g,Average impact of products of the same category: D (Score: 39/100),Allergens: Gluten
Kitkat Butterscotch Flavour - nestle - 27.5g,chocolates,7.2 g,46.2 g,35.6 g,25.5 g,?,0.116 g,Average impact of products of the same category: C (Score: 53/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans"
Chocolate Crackle Ice cream - Amul - 540gm,chocolates,4.8 g,27 g,24.4 g,8.3 g,?,?,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts"
Sofit Soya Drink Chocolate - 200 ml,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 89/100),"Allergens: Milk, Nuts"
Wafer Chocolate - BISK FARM,chocolates,7.63 g,60.73 g,32.53 g,18.65 g,1.49 g,?,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk"
horlicks - gsk - 1kg,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
Cricket Edition Oreo Original - Cadbury,chocolates,?,?,Not available,?,?,?,Not available,Not available
Dairy Milk Silky Bubbly BubbleGum - Cadbury - 120g,chocolates,6.5 g,58.9 g,58.3 g,0.1 g,?,0.335 g,Nutri-Score E,Allergens: Milk
Chocolate Cookies - Amul - 50g,chocolates,5.4 g,59.3 g,29.1 g,0.9 g,?,0.625 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Rage Coffee Dark Chocolate,chocolates,16 g,72 g,Not available,2 g,?,?,Nutri-Score not-applicable,"Allergens: Gluten, Milk"
Snickers Miniatures -  - 132g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
Ensure Diabetes Care Chocolate flavour - 400 g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
Whey Protein Chocolate Flavour - Apollo Life,chocolates,78.94 g,5.57 g,0 g,0 g,?,0.29 g,Nutri-Score A,Allergens: Milk
Perk - Cadbury - 14.3 g,chocolates,3.6 g,67.6 g,45.9 g,0.2 g,1.8 g,0.234 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk"
"Chokissimo Choco Brownie - Cornetto - 72 g, 110 ml",chocolates,4.44 g,43.5 g,28.8 g,0.111 g,1.39 g,0.153 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Pure Isolate Chocolate Frosting - GNC AMP,chocolates,83.33 g,3.33 g,0 g,0 g,?,0.333 g,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans"
Bavarian Chocolate Mega Saver Pack - Baskin Robbins - 700 ml,chocolates,4.8 g,29.4 g,15.6 g,0 g,?,0.127 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
4901219117120,chocolates,5.8 g,73.6 g,32 g,9.8 g,?,0.142 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
GoodDay Choco Chip - Britannia - 100 g,chocolates,5 g,71 g,30 g,0 g,?,?,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Extra Chil Chocolate Brownime - NOTO,chocolates,3.5 g,13.9 g,0 g,0 g,2.5 g,0.048 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Milk chocolate - Godiva - 90 g /3.2 OZ,chocolates,8.4 g,55.1 g,54.7 g,19.9 g,?,0.23 g,Average impact of products of the same category: D (Score: 39/100),Allergens: Gluten
Dark fantasy chocolate shake - Sunfeast - 180ml,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Gluten
3948262153300,chocolates,,,Not available,,,,Average impact of products of the same category: C (Score: 49/100),Allergens: Gluten
"Amul Fruit 'N"" Nut",chocolates,?,?,Not available,?,?,?,Nutri-Score D,Allergens: Nuts
Kitkat Butterscotch Flavour - nestle - 27.5g,chocolates,7.2 g,46.2 g,35.6 g,25.5 g,?,0.116 g,Average impact of products of the same category: C (Score: 53/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans"
Sofit Soya Drink Chocolate - 200 ml,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 89/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans"
horlicks - gsk - 1kg,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans"
Bounce Choco Twist - Sunfeast - 82 g,chocolates,6.8 g,74.3 g,36.9 g,0.1 g,?,?,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts"
Caramel Chocolate Gold Ice Cream Bucket - Amul,chocolates,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Allergens: Gluten, Milk, Nuts"
"Strawberry, Chocolate, Jaggery - again - 180 ml",chocolates,3 g,12 g,11 g,0.1 g,0 g,0 g,Nutri-Score C,Allergens: Milk
0796554039794,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
Dairy milk milk chocolate - Mondelez,chocolates,8.1 g,60.4 g,57.3 g,17.5 g,?,0.156 g,Nutri-Score E,Allergens: Milk
Complan royale chocolate flavour - 500,chocolates,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Milk
Kitkat - Nestle - 28.3g,chocolates,?,?,Not available,?,?,?,Not available,Allergens: Milk
Silk chocolate - Cadbury,chocolates,7.6 g,58.5 g,55.3 g,0.1 g,?,?,Not available,Allergens: Milk
Smoodh Chocolate - Parlē Agro - 150 ml,chocolates,2.2 g,14.7 g,13.9 g,0.05 g,?,0.17 g,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Millet"
Galaxy Fusions Dark Chocolate,chocolates,,,Not available,,,,Not available,"Allergens: Gluten, Milk, Millet"
Protinex Chocolate Flavour - Nutrica - 250 g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk, Millet"
kaju katli cheese cake - DIRCH THE GUILT - 60g,chocolates,+136%,-91%,-94%,+1%,,"+11,264%",Average impact of products of the same category: D (Score: 40/100),"Allergens: Gluten, Milk, Millet"
chocolate - only,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk, Millet"
8901512932402,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk, Millet"
Chocolate Cream Wafers - Manna - 75g,chocolates,5.56 g,72.2 g,27.8 g,16.7 g,1 g,0.236 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk"
dark chocolate peanut butter - the whole truth - 325g,chocolates,,,Not available,,,,Average impact of products of the same category: C (Score: 55/100),"Allergens: Gluten, Milk"
Dr. Vaidyas - Dr. Vaidyas Plant Protein Chocolate,chocolates,71.771 g,13.286 g,0.543 g,1.343 g,1.057 g,?,Not available,"Allergens: Gluten, Milk"
Creamy Water Biscuits - Pickwick - 75g,chocolates,5.24 g,71.93 g,37.18 g,0.1 g,0 g,0 g,Average impact of products of the same category: B (Score: 69/100),Allergens: Gluten
Silk Oreo Red Velvet - Cadbury - 130 g,chocolates,?,?,Not available,?,?,?,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans"
7622202203381,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Amul Belgian chocolate - 125g,chocolates,8.7 g,51.2 g,Not available,21 g,49.6 g,0.388 g,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans"
Protichem (CHOCOLATE),chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk, Soybeans"
8901262071611,chocolates,12.6 g,41.4 g,30.9 g,11.2 g,?,?,Unprocessed or minimally processed foods,Allergens: Nuts
Dairy Milk Silk Hazelnut - Cadbury - 58g,chocolates,8.7 g,51.4 g,38.1 g,19.2 g,?,0.104 g,Nutri-Score E,"Allergens: Milk, Nuts"
PediaSure 7+ Chocolate Flavour - 200 g,chocolates,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Nuts"
Twix - Mars - 20g,chocolates,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 52/100),"Allergens: Milk, Nuts"
Choco Fills - Dark Fantasy,chocolates,5.3 g,64.3 g,31.7 g,0.1 g,?,0.416 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Horlicks Chocolate - 1kg,chocolates,7 g,81 g,35 g,1.4 g,5 g,0.875 g,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans"
hoppits - scmitten - 40g,chocolates,-42%,+22%,-13%,-51%,-44%,-100%,Nutri-Score E,"Allergens: Milk, Soybeans"
8901262071611,chocolates,12.6 g,41.4 g,30.9 g,11.2 g,?,?,Unprocessed or minimally processed foods,Allergens: Nuts
Dairy Milk Silk Hazelnut - Cadbury - 58g,chocolates,8.7 g,51.4 g,38.1 g,19.2 g,?,0.104 g,Nutri-Score E,"Allergens: Milk, Nuts"
