name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
Tortilla chips nature - Coop - 150g,chips,5.8 g,65 g,0.8 g,1.5 g,?,1 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Celery, Gluten, Mustard, Soybeans"
Lays gourmet - Lay's - 150 g,chips,7.7 g,45.9 g,0.5 g,2.8 g,4.5 g,0.8 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Celery, Gluten, Mustard, Soybeans"
Power cakes chocolate chip flapjack & waffle mix- - Kodiak Cakes - 18 oz,chips,26 g,58 g,20 g,3 g,6 g,1.8 g,Nutri-Score D,"Allergens: Gluten, Milk"
Dip Chip Tortilla Chips - Siete - 5 oz,chips,3.53 g,70.5 g,?,3.53 g,10.6 g,1.32 g,Processed foods,Allergens: Coconut
Quick Cook Crispy French Fries - McCain - 750g,chips,2.8 g,28 g,0 g,0.7 g,2.9 g,0 g,Green-Score A+,Allergens: Coconut
Apple Chips - alesto - 50g,chips,21.8 g,77.6 g,74.7 g,0.1 g,?,0.02 g,Nutri-Score E,Allergens: Coconut
Pringles Tzatziki,chips,4.6 g,56 g,4.2 g,2.9 g,?,1.5 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Coconut
chips lays cheese onion - Lay's - 20g,chips,0.83 g,5.1 g,0.18 g,1.3 g,?,0.15 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Coconut
Stapelchips - Original - Sun Snacks - 175 g,chips,3.3 g,55 g,1.5 g,3.4 g,?,1.4 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Chips Lentilles Oignons - LE PAIN DE FLEURS - 50g,chips,11 g,69 g,1.1 g,0.8 g,5.5 g,1 g,Nutri-Score B,Allergens: Milk
Popped not fried - Marks & Spencer - 80g,chips,?,?,?,?,?,?,Nutri-Score C,Allergens: Milk
Doritos Cool Ranch Flavored Tortilla Chips,chips,7.143 g,64.286 g,3.571 g,3.571 g,?,1.696 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Walkers Sensations 5pk - 25 g,chips,6.9 g,59 g,4 g,2.3 g,?,1.43 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans"
Thai Sweet Chilli crisps,chips,7.3 g,51 g,3.4 g,3.8 g,?,1.36 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
La juste chips - Filière Responsable Auchan,chips,5.7 g,55 g,0 g,2.8 g,5.8 g,0.6 g,Not available,"Allergens: Milk, Soybeans"
Original honey&nut with choc chips - Belvita - 50 g,chips,7.5 g,67 g,26 g,1.8 g,4.3 g,0.89 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts, Soybeans"
Ready salted potato crisps - Waitrose - 6 x 25g,chips,6 g,51.9 g,0.5 g,3 g,3.1 g,1.15 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Nuts, Soybeans"
Luxury Dark Chocolate Chips,chips,7.4 g,44 g,29 g,25 g,9.4 g,0 g,Nutri-Score E,Allergens: Soybeans
Potato chips (Spicy Treat flavour)20rs - Uncle Chipps - 52 g,chips,6.4 g,54.6 g,2 g,0.1 g,?,2.205 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
La Frite classique - McCain,chips,2.5 g,23 g,0.5 g,0.4 g,2.5 g,?,Green-Score A,Allergens: Milk
Fish and chips - Lidl - 400 g,chips,9.4 g,15 g,2.1 g,1.3 g,1.7 g,?,Ultra-processed foods,"Allergens: Fish, Gluten, Milk"
Thai sweet chilli crispy lentil puffs - Harvest Snaps - 1x 18g,chips,18.9 g,53.3 g,4.44 g,1.11 g,5 g,1.1 g,Nutri-Score C,"Allergens: Fish, Gluten, Milk"
Ofen Chips Paprika - funny-frisch - 30g,chips,6.1 g,72 g,7.3 g,1.2 g,4.4 g,1.6 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Fish, Gluten, Milk"
Linsenchips Oriental - funny frisch - 90 g,chips,13 g,57 g,3.5 g,1.7 g,5.4 g,1.8 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Fish, Gluten, Milk"
La chips millésime à la truffe d'été - Domaine de ma croustilles - 130g,chips,6 g,53 g,0.7 g,2.2 g,5 g,1.1 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Fish, Gluten, Milk"
"sweet potato chips - Seasoned Coating - Tesco - 4 servings, weighs 500g",chips,3 g,26.2 g,15.8 g,0.6 g,4.5 g,0.5 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Fish, Gluten, Milk"
PRINGLES ( ORIGINAL ) - Kellogg India Pvt. Ltd - 107g,chips,5 g,62.8 g,0 g,0.3 g,0 g,1.17 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Homestyle chips - Asda - 1.5kg,chips,+16%,+15%,-24%,-35%,-4%,+69%,Nutri-Score C,Allergens: Gluten
Ofen Chips Sour Cream - Funny Frisch - 125g,chips,-,+36%,+311%,-62%,+8%,+9%,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Tortilla chip - Santitas,chips,0 g,71.4 g,0 g,0 g,3.57 g,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Potato Chips Sea Salt - Kettle Brand,chips,7.14 g,53.6 g,0 g,0 g,7.14 g,0.982 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
French fries - Waitrose,chips,3.4 g,32 g,?,0.8 g,3.6 g,0.432 g,Green-Score B,Allergens: Milk
Chips Sour Cream - funny-frisch - 150g,chips,6.3 g,49 g,2.5 g,3.3 g,4.5 g,1.278 g,Green-Score A,Allergens: Milk
Tortillas chips salés 150g - U - 150 g,chips,6.7 g,62.8 g,0.8 g,2.2 g,4 g,0.8 g,Green-Score A,Allergens: Milk
Filets de cabillaud façon fish & chips - 200g- Frais - Cité marine - 0.2 kg,chips,12 g,13 g,1.1 g,1 g,0.7 g,1.1 g,Nutri-Score C,"Allergens: Fish, Gluten, Milk"
Bio Linsen Chips - Share - 80 g,chips,15 g,56 g,1.3 g,1.1 g,5 g,1.18 g,Nutri-Score B,"Allergens: Fish, Gluten, Milk"
salted giant corn - alesto - 70g,chips,6 g,71.7 g,0.333 g,1.33 g,21 g,1.03 g,Processed foods,Not available
taste the difference chunky maris piper chips - Sainsbury - 1.2kg,chips,1.6 g,16.5 g,?,?,?,?,Processed foods,Allergens: Gluten
Crizzlies - POM-BÄR - 150g,chips,4 g,62 g,4.5 g,3.1 g,4 g,1.3 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Paprika Flavoured Potato Chips - Lay's - 130 g,chips,?,?,?,?,?,?,Not available,Allergens: Gluten
Chips Sarrasin - Carrefour - 100 g,chips,+44%,-16%,-70%,-20%,+12%,-26%,Processed foods,Allergens: Gluten
French Fries - Four Seasons,chips,4.1 g,41 g,0.3 g,0.9 g,4.7 g,0.44 g,Nutri-Score B,Allergens: Gluten
Naked Oven Chips - McCain,chips,2.1 g,23 g,?,?,2.3 g,?,Processed foods,Allergens: Gluten
Bingo - Itc - 21g g,chips,7.1 g,50.5 g,1.5 g,14.2 g,0 g,2.062 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans"
Sweet Paprika - Pringles - 165g,chips,+9%,-2%,+45%,-20%,-11%,-4%,Nutri-Score D,"Allergens: Gluten, Milk"
Tuiles goût Bacon - Marque Repère - 170 g,chips,4.1 g,59 g,3.5 g,3.1 g,2.5 g,1.1 g,Green-Score A,"Allergens: Gluten, fr:disulfite-de-sodium"
Baked Crunchy Apple Chips - Bare - 30 g,chips,,,,,,,Unprocessed or minimally processed foods,Allergens: Apple
Pringles Salt & Vinegar - 5.5 oz (158 g),chips,3.57 g,57.1 g,3.57 g,0 g,< 3.57 g,1.61 g,Green-Score A,"Allergens: Gluten, Milk, Soybeans"
Organic corn chip dippers - Trader Joe's - 9.75 oz,chips,7.143 g,57.143 g,0 g,3.571 g,?,1.116 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans"
Blue Corn Tortilla Chips - Trader Joe's,chips,7.14 g,57.1 g,?,1.79 g,3.57 g,0.982 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans"
Pringles - 0.67oz (19g),chips,5.26 g,57.9 g,0 g,7.89 g,?,1.38 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Soybeans"
Plantain Chips Salt - Samai - 75 g,chips,4 g,60 g,0 g,0 g,4 g,0.36 g,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Soybeans"
Organic White Tortilla Chip - Xochitl (So' Cheel)  Inc. - 12 oz,chips,7.14 g,64.29 g,0 g,0 g,7.14 g,0.952 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Soybeans"
Big Fries - McCain - 150 g,chips,3.4 g,37 g,0.5 g,2 g,?,0.72 g,Nutri-Score C,"Allergens: Gluten, Soybeans"
Teddy hit - Lidl - 30 gram,chips,3.1 g,61.9 g,1.2 g,2.1 g,0 g,1.7 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
Chips salées huile tournesol multipack - Snack Day - 180g (6x30g),chips,5.9 g,46.8 g,0.6 g,2.8 g,?,1.3 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
Steakhouse Fries - Harvest Basket,chips,2.6 g,21 g,?,0.3 g,?,0.295 g,Green-Score A,Allergens: Soybeans
Panettone Cioccolato - Favorina - 100 g,chips,8.4 g,46.8 g,21.7 g,12.1 g,2.1 g,1.25 g,Green-Score C,"Allergens: Eggs, Gluten, Milk, Mustard, Nuts, Soybeans"
Lightly salted tortilla chips - Simply... - 200g,chips,6.6 g,64.4 g,1.5 g,2 g,4 g,0.9 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Eggs, Gluten, Milk, Mustard, Nuts, Soybeans"
Chip's à l'ancienne Nature - Aldi Einkauf GmbH & Compagnie-oHG - 150 g,chips,5 g,48 g,0.7 g,3.4 g,?,1.3 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Mustard"
Tuiles ondulées aux céréales goût sel de mer - Benenuts - 95 g,chips,7.2 g,62 g,8.3 g,2.2 g,7.7 g,0.92 g,Nutri-Score C,Allergens: Gluten
Frites au four - Saint Eloi Intermarché - 750 g,chips,2.2 g,19.7 g,< 0.5 g,0.5 g,3.9 g,0.47 g,Green-Score A,Allergens: Gluten
Tuiles snack saveur bacon craquantes - Bouton d or - 170 g,chips,4.2 g,60 g,3.5 g,2.5 g,?,1.28 g,Green-Score A,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Brioche Rolls Chocolate Chips x 8 - Brioche Pasquier,chips,Not available,Not available,Not available,Not available,Not available,Not available,Nutri-Score D,"Allergens: Eggs, Gluten, Milk, Soybeans"
Frites à la graisse de canard - Picard - 500 g e,chips,3 g,28 g,< 0.5 g,3 g,4 g,0.51 g,Green-Score A+,"Allergens: Eggs, Gluten, Milk, Soybeans"
Chips à la Crevette - Agis - 60 g e,chips,1.2 g,65 g,7.5 g,2.2 g,1.1 g,2.47 g,Processed foods,Allergens: Crustaceans
La craquante chips - Brets - 250g,chips,6.1 g,50 g,0.5 g,2.7 g,4.9 g,0.6 g,Green-Score A,Allergens: Crustaceans
Saveur Echalotes au vinaigre balsamique - Bret's - 125 g,chips,6.4 g,50 g,3 g,3.1 g,5 g,1.3 g,Green-Score A,Allergens: Gluten
Chips À l'Ancienne Saveur Moutarde - Carrefour - 150 g e,chips,5.5 g,50 g,1 g,2.8 g,5 g,1.6 g,Green-Score A,"Allergens: Gluten, Milk, Mustard"
Chocolate Chip Cookies - Simpl - 200 g,chips,6.5 g,66 g,31 g,12 g,2.6 g,0.7 g,Average impact of products of the same category: B (Score: 67/100),"Allergens: Eggs, Gluten, Milk, Soybeans, Eier, Eiklarpulver, Eipulver, Magermilchpulver, Molkepulver, Weizenmehl"
Tortillas chips - Marque Repère - 150 g,chips,6.6 g,64 g,1.5 g,2 g,4 g,1.6 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Chips ondulées nature extra craquantes - Marque Repère - 6 x 30 g,chips,6.1 g,51 g,0.5 g,3.1 g,4.5 g,1 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Auchan saveur barbecue - 0.135 kg,chips,5.9 g,52 g,3.4 g,2.6 g,5 g,1.3 g,Green-Score A,Allergens: Gluten
Nachos Chips Saveur Nature - Auchan - 0.2 kg,chips,6.6 g,64 g,0.8 g,2 g,4 g,0.9 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Pétales de betterave bio - Croustisud - 70 g,chips,4.8 g,49.2 g,45.2 g,3.2 g,15 g,0.16 g,Processed foods,Allergens: Gluten
Chips de riz brun à grains entier saveur Fromage - NuHealth,chips,6.7 g,61 g,5.5 g,2.8 g,6.9 g,0.9 g,Nutri-Score C,Allergens: Milk
Chips crevette Suzi Wan 50 g - 50 g e,chips,2 g,65 g,7 g,2.3 g,2.2 g,1.7 g,Processed foods,Allergens: Crustaceans
Kessel Chips sweet chili - funny-frisch - 120 g,chips,6.4 g,55 g,4.2 g,2.3 g,4.8 g,1.3 g,Green-Score A,Allergens: Crustaceans
Brioche Chocolate Chip Rolls - Tesco - 8,chips,7.6 g,56.3 g,17.9 g,4.2 g,2.1 g,0.8 g,Average impact of products of the same category: B (Score: 74/100),"Allergens: Eggs, Gluten, Milk"
Burts Lightly sea salted - 150 g,chips,6.3 g,50.8 g,0.5 g,2.8 g,7.1 g,0.89 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Eggs, Gluten, Milk"
Tuiles Pringles Emmental - 175 g,chips,4.5 g,51 g,4.2 g,3.6 g,2.6 g,1.7 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk"
Mature Cheddar & Chive - Tyrrells - 40 g,chips,7 g,52.8 g,3.9 g,2.8 g,?,1.3 g,Average impact of products of the same category: C (Score: 48/100),Allergens: Milk
Doritos Tangy Cheese - 30 g,chips,6.67 g,56.7 g,2.67 g,2.33 g,5.67 g,1.18 g,Nutri-Score C,"Allergens: Gluten, Milk"
Nature Original chips - Zweifel - 90 g,chips,6 g,48 g,0.8 g,2 g,6 g,1.2 g,Green-Score A,Allergens: Keine-deklarationspflichtigen-allergene-enthalten
Chips Ahoy Original - 300 g,chips,5.5 g,64 g,34 g,12 g,3.4 g,0.75 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Sabor a Jamón - Ruffles - 45 g,chips,6.5 g,51 g,1 g,2.3 g,3.7 g,1.7 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
Tortilla chips - Zanuy,chips,7.7 g,61.2 g,2.2 g,3.1 g,?,0.8 g,Average impact of products of the same category: A (Score: 88/100),Not available
Tortilla nachos - Carrefour - 200 g,chips,6.6 g,64 g,0.8 g,2 g,4 g,0.7 g,Average impact of products of the same category: A (Score: 88/100),Not available
Triángulos de maíz con legumbres - Hacendado - 70 g,chips,13.7 g,64.8 g,1.1 g,1.5 g,6.8 g,0.9 g,Average impact of products of the same category: A (Score: 88/100),Not available
Pringles - Pringles Salt & Seaweed - 107g,chips,4 g,60 g,0 g,2 g,4 g,0.5 g,Average impact of products of the same category: A (Score: 87/100),Not available
Flavored whole grain snacks - Frito-Lay - 42.5 g,chips,7.059 g,65.882 g,7.059 g,2.353 g,9.412 g,1 g,Processed foods,Allergens: Gluten
Chips extra croquantes nature - U - 30 g,chips,6.1 g,50 g,0.5 g,2.7 g,4.9 g,1.1 g,Not available,Allergens: Gluten
Leader Chips Paprika - Leader food - 90g,chips,6.7 g,54.3 g,1.2 g,17.8 g,?,1.7 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Chipsfrisch ungarisch 4er Pack - Funny-frisch - 50g,chips,6.1 g,49 g,2.5 g,2.6 g,?,1.6 g,Green-Score A,Allergens: Gluten
Nestle dark chocolate chip morsels oz,chips,7.143 g,57.143 g,42.857 g,0 g,7.143 g,0 g,Nutri-Score E,Allergens: Milk
Olivia Virgen - Snack Day - 150g,chips,5.9 g,49 g,0.8 g,5 g,5.2 g,0.86 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Keogh’s Sea Salt and Vinegar Chips - 125 g,chips,7.14 g,57.1 g,3.57 g,0 g,3.57 g,5.36 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Vegetable chips - Hacendado,chips,5.5 g,40 g,31 g,2.7 g,?,0.6 g,Nutri-Score D,Allergens: Milk
Chips BIO de lentilles - 60 g,chips,13 g,58 g,1.2 g,1.8 g,4 g,2.2 g,Processed foods,Allergens: Milk
Walkers Wotsits - 36 g,chips,5.4 g,46.2 g,7.2 g,2.9 g,0.2 g,1.58 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Salt Chips - Lay's,chips,6.1 g,53 g,0.5 g,4.2 g,4.4 g,1.1 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Tortilla chips - Lidl,chips,5.9 g,60.6 g,2 g,2 g,?,1.23 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Totas Gourmet - Tosfrit - 130 g,chips,6.5 g,49 g,2.3 g,3.5 g,5.6 g,1.2 g,Nutri-Score D,Allergens: Milk
Chocolate Chip Granola Bar - MadeGood - 24g,chips,8.33 g,70.8 g,25 g,4.17 g,4.17 g,0.104 g,Average impact of products of the same category: C (Score: 56/100),Allergens: Milk
Original Wavy Potato Chips - Lay's - 7 3/4 oz (219.7 g),chips,7.14 g,53.6 g,< 3.57 g,0 g,3.57 g,1.25 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
Choco chips - Gullón,chips,5.9 g,63 g,< 0.5 g,2 g,4 g,0.58 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Soybeans
Chips à l'Ancienne nature - Carrefour - 150 g,chips,6 g,48 g,0.7 g,3.4 g,5.5 g,1.3 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
La Gourmande Saveur Jambon de Pays - Vico - 120 g,chips,5.8 g,48 g,1.4 g,2.8 g,4.3 g,1.3 g,Green-Score A,Allergens: Soybeans
Tortilla Chips Lightly Salted - Snackrite - 200 g,chips,5.6 g,61 g,1 g,2.4 g,3 g,0.67 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
Kessel Chips Cross Cut Ranch Sauce Style - funny-frisch - 120 g,chips,6.1 g,53 g,3 g,2.7 g,4.4 g,1.3 g,Green-Score A,Allergens: Milk
Mashed Potato Snack Grilled Paprika - Long Chips - 75g,chips,7 g,61 g,2.1 g,3 g,?,1.5 g,Nutri-Score D,"Allergens: Gluten, Milk"
Pringles Original Salted Potato Chips 134g - 134 g,chips,4.7 g,57.2 g,0.4 g,12.7 g,4.1 g,1.27 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Crousti nature,chips,5.5 g,51 g,0.5 g,3.1 g,5.5 g,1.1 g,Nutri-Score D,Allergens: Gluten
Lays στον φούρνο - 105 gr,chips,6.1 g,71.5 g,6.7 g,1.4 g,4.6 g,1.14 g,Nutri-Score C,Allergens: Gluten
Choco chips - Gut & Günstig - 750 g,chips,+3%,-1%,-5%,+4%,-8%,+47%,Green-Score B,Allergens: Gluten
Chips Nature Craquante - Thaas - 160g,chips,+21%,+18%,-55%,-29%,+18%,-53%,Green-Score A,Allergens: Gluten
Chips nature - CLASSIC - 30 grammes,chips,5.5 g,51 g,0.5 g,3.1 g,5.5 g,1.1 g,Green-Score A,"Allergens: Celery, Gluten, Milk, Mustard"
chips légumes - la Parenthèse bio - 99g,chips,4.7 g,35 g,26 g,3.2 g,11 g,1.3 g,Processed foods,"Allergens: Celery, Gluten, Milk, Mustard"
Chips lentilles - Delhaize - 75 g,chips,+111%,+5%,-79%,-59%,-4%,-19%,Nutri-Score C,"Allergens: Celery, Gluten, Milk, Mustard"
Chips de Sarrasin - Monoprix Gourmet,chips,8.9 g,45 g,0.6 g,3.1 g,4.6 g,1.1 g,Processed foods,"Allergens: Celery, Gluten, Milk, Mustard"
Original flavour potato snacks - Aldi snackrite - 165 g,chips,4.6 g,62 g,3 g,2.3 g,?,1.2 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Sea Salt & Crushed Black Peppercorn - Specially Selected - 150g,chips,7.5 g,52.6 g,0.9 g,2.5 g,7.9 g,0.8 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Original Restaurant Style Chips - Tostitos - 12 oz (340.2g),chips,7.143 g,67.857 g,0 g,3.571 g,?,1.027 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Chip shop mushy peas - Morrisons,chips,5 g,13.5 g,1.2 g,0.2 g,?,0.325 g,Ultra-processed foods,Allergens: Gluten
Cool Ranch - doritos - 250g,chips,7.143 g,64.286 g,3.571 g,3.571 g,?,1.696 g,Nutri-Score D,Allergens: Milk
Steak cut chips - Four seasons,chips,-44%,-54%,-51%,-83%,-14%,-94%,Nutri-Score A,Allergens: Milk
Chocolate chip wholegrain buscuits - Wasa - 270 g,chips,10 g,58 g,15 g,2.7 g,9 g,0.6 g,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Soybeans"
Kettle Cooked Chips Sea Salt & Vinegar - Siete,chips,7.14 g,60.7 g,?,3.57 g,3.57 g,1.7 g,Processed foods,"Allergens: Gluten, Soybeans"
Gastro triple cooked chips - McCain,chips,3.2 g,28 g,0.5 g,2.4 g,2.2 g,0.295 g,Processed foods,"Allergens: Gluten, Soybeans"
Clasico Tortilla Chips Jalapeño Lime - Late July,chips,3.57 g,64.3 g,3.57 g,3.57 g,7.14 g,1.34 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
Cookies American Style Chocolate Chips - ja! - 225 g,chips,6.2 g,58 g,32 g,14 g,?,0.71 g,Average impact of products of the same category: B (Score: 67/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Dark Chocolate Chips - The Pantry - 100 g,chips,5.9 g,59.3 g,53.4 g,18.7 g,2.3 g,?,Ultra-processed foods,Allergens: Soybeans
"Frites tradition - McCain - 2,66 kg",chips,-,+3%,-24%,-35%,-15%,-82%,Green-Score A+,Allergens: Soybeans
Lays max paprika - Lay's - 185 g,chips,+11%,-8%,-21%,-27%,+12%,-18%,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
Snatts Natuchips - Grefusa,chips,5.38 g,65.4 g,2.69 g,1.54 g,5 g,1.86 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Soybeans
Pringles - 165gr,chips,+42%,-2%,+22%,+446%,+16%,-18%,Green-Score A,"Allergens: Gluten, Milk"
Coca-Cola - 330 ml,drinks,0 g,10.6 g,10.6 g,0 g,?,0 g,Nutri-Score E,Not available
Jamila - Danone - 165 g,drinks,1.9 g,12.4 g,9 g,1.1 g,0 g,0 g,Average impact of products of the same category: D (Score: 33/100),Allergens: Milk
Coca-Cola Zero Sugar - 330 ml,drinks,0 g,0 g,0 g,0 g,0 g,0.02 g,Nutri-Score C,Allergens: fr:aspartame
Oat Drink Barista Edition - Oatly - 1l,drinks,1.1 g,7.1 g,4 g,0.3 g,0.8 g,0.098 g,Processed foods,Allergens: Gluten
Original Taste - Coca-Cola - 1 l,drinks,0 g,10.6 g,10.6 g,0 g,-,0 g,Nutri-Score E,Allergens: Gluten
Zero Sugar - Coca-Cola - 500 ml,drinks,0 g,0 g,0 g,0 g,?,0.02 g,Nutri-Score C,Allergens: Gluten
Coca Cola - 450 ml,drinks,0 g,10.6 g,10.6 g,0 g,?,0 g,Nutri-Score E,Allergens: Gluten
Yeo Valley Organic kefir natural fermented yogurt - 350g,drinks,4.7 g,5.4 g,5.4 g,1.4 g,0 g,0.12 g,Unprocessed or minimally processed foods,Allergens: Milk
Amande sans sucre - Bjorg - 1 l,drinks,0.7 g,1.6 g,0.5 g,0.2 g,0.5 g,0.05 g,Green-Score A,Allergens: Nuts
Kefir Drink Original - Biotiful - 500 ml,drinks,3.52 g,4.8 g,2.8 g,2.12 g,?,0.098 g,Processed foods,Allergens: Milk
